ZIP3,Lat,Lon
981,47.6003177,-122.3192885
982,48.22699563,-122.3073792
983,47.47634214,-122.5928732
984,47.24239474,-122.4420014
985,46.99355624,-123.0236772
986,45.76925855,-122.62344
988,47.68955592,-119.8267546
989,46.62067943,-120.4825766
990,47.6672503,-117.3992072
991,47.64104545,-117.8633552
992,47.66157143,-117.3964312
993,46.28499278,-118.9835701
994,46.38525,-117.03592
995,60.97021337,-151.14011
996,60.52438482,-153.405946
997,65.35964757,-151.8940151
998,58.18833396,-135.2278113
999,55.847715,-132.703055
